"standardised_predator_length" "si_prey_length"
"4765" 117.81 12.2
"4766" 117.81 12.5
"4767" 117.81 12.8
"4768" 117.81 17.3
"4769" 106.59 2.8
"4770" 106.59 3.1
"4771" 106.59 3.2
"4772" 106.59 3.3
"4773" 106.59 3.5
"4774" 106.59 3.5
"4775" 106.59 3.6
"4776" 106.59 3.6
"4777" 106.59 3.6
"4778" 106.59 3.7
"4779" 106.59 3.7
"4780" 106.59 3.8
"4781" 106.59 4.3
"4782" 106.59 5.6
"4783" 106.59 5.9
"4784" 106.59 6.1
"4785" 106.59 6.3
"4786" 106.59 6.6
"4787" 106.59 6.8
"4788" 106.59 7.7
"4789" 106.59 11.6
"4790" 106.59 11.6
"4791" 106.59 12
"4792" 106.59 12.7
"4793" 106.59 13.2
"4794" 106.59 14.1
"4795" 106.59 14.8
"4796" 106.59 16.1
"4797" 99.858 3.5
"4798" 99.858 4.4
"4799" 99.858 6.9
"4800" 102.1 1.5
"4801" 102.1 8.1
"4802" 102.1 3.3
"4803" 102.1 3.4
"4804" 68.442 1.9
"4805" 68.442 2
"4806" 68.442 2.3
"4807" 25 6
"4808" 68.442 2.5
"4809" 68.442 2.6
"4810" 68.442 2.7
"4811" 68.442 3
"4812" 68.442 3
"4813" 68.442 3.2
"4814" 68.442 3.4
"4815" 68.442 3.7
"4816" 68.442 3.9
"4817" 68.442 3.9
"4818" 68.442 3.9
"4819" 68.442 4.4
"4820" 68.442 4.5
"4821" 68.442 4.9
"4822" 68.442 5.3
"4823" 68.442 5.4
"4824" 126.79 1.8
"4825" 126.79 2.5
"4826" 126.79 2
"4827" 126.79 2.1
"4828" 126.79 2.1
"4829" 126.79 2.1
"4830" 126.79 2.3
"4831" 126.79 4.2
"4832" 126.79 4.3
"4833" 126.79 4.6
"4834" 126.79 5
"4835" 126.79 5.4
"4836" 126.79 3
"4837" 126.79 6.2
"4838" 126.79 6.2
"4839" 126.79 6.5
"4840" 126.79 6.7
"4841" 126.79 10.5
"4842" 126.79 16.1
"4843" 133.52 1
"4844" 133.52 1
"4845" 133.52 1
"4846" 133.52 1
"4847" 133.52 1
"4848" 133.52 1
"4849" 133.52 1
"4850" 133.52 1
"4851" 133.52 1
"4852" 133.52 1.1
"4853" 45 4.8
"4854" 133.52 1.1
"4855" 133.52 1.1
"4856" 133.52 1.1
"4857" 133.52 1.2
"4858" 133.52 1.2
"4859" 133.52 1.2
"4860" 133.52 1.2
"4861" 133.52 1.2
"4862" 133.52 1.2
"4863" 133.52 1.2
"4864" 133.52 1.2
"4865" 133.52 1.3
"4866" 133.52 1.3
"4867" 133.52 1.3
"4868" 133.52 1.3
"4869" 133.52 1.3
"4870" 133.52 1.3
"4871" 133.52 1.3
"4872" 133.52 1.4
"4873" 133.52 1.4
"4874" 133.52 1.4
"4875" 133.52 1.4
"4876" 133.52 1.4
"4877" 133.52 1.4
"4878" 133.52 1.4
"4879" 133.52 1.4
"4880" 133.52 1.4
"4881" 133.52 1.4
"4882" 133.52 1.4
"4883" 133.52 1.5
"4884" 133.52 1.5
"4885" 133.52 1.5
"4886" 133.52 1.6
"4887" 133.52 1.6
"4888" 133.52 1.7
"4889" 133.52 1.8
"4890" 133.52 1.9
"4891" 133.52 2.9
"4892" 133.52 3
"4893" 133.52 9.5
"4894" 133.52 2.1
"4895" 133.52 3.2
"4896" 133.52 3.4
"4897" 133.52 3.6
"4898" 133.52 4.3
"4899" 133.52 4.7
"4900" 133.52 4.8
"4901" 133.52 5.1
"4902" 133.52 6
"4903" 133.52 1.8
"4904" 133.52 2
"4905" 133.52 2.5
"4906" 133.52 2.5
"4907" 133.52 2.7
"4908" 133.52 2.8
"4909" 133.52 2.8
"4910" 133.52 2.9
"4911" 133.52 3
"4912" 133.52 3
"4913" 133.52 3.1
"4914" 133.52 3.1
"4915" 133.52 3.1
"4916" 133.52 3.2
"4917" 133.52 3.2
"4918" 133.52 3.3
"4919" 133.52 3.6
"4920" 133.52 3.7
"4921" 133.52 4.1
"4922" 133.52 4.3
"4923" 133.52 4.3
"4924" 133.52 5
"4925" 133.52 5.2
"4926" 133.52 5.4
"4927" 133.52 5.7
"4928" 133.52 6
"4929" 133.52 6.2
"4930" 133.52 6.2
"4931" 133.52 6.5
"4932" 133.52 6.6
"4933" 133.52 6.6
"4934" 133.52 7
"4935" 133.52 7.1
"4936" 133.52 7.1
"4937" 133.52 7.6
"4938" 133.52 7.8
"4939" 133.52 7.9
"4940" 133.52 9
"4941" 133.52 9.8
"4942" 133.52 10.1
"4943" 133.52 10.7
"4944" 133.52 14.3
"4945" 133.52 16.7
"4946" 133.52 16.8
"4947" 133.52 22
"4948" 133.52 26.5
"4949" 133.52 26.8
"4950" 133.52 38.8
"4951" 152.59 4.5
"4952" 152.59 5
"4953" 152.59 5.2
"4954" 152.59 4
"4955" 152.59 7.4
"4956" 152.59 8.6
"4957" 121.18 4.2
"4958" 121.18 10.4
"4959" 121.18 3.3
"4960" 121.18 4.4
"4961" 121.18 4.5
"4962" 121.18 5.2
"4963" 121.18 5.3
"4964" 121.18 5.4
"4965" 121.18 5.9
"4966" 121.18 6.5
"4967" 121.18 3.3
"4968" 121.18 3.9
"4969" 29 1.9
"4970" 121.18 3.9
"4971" 121.18 4.4
"4972" 121.18 5.2
"4973" 121.18 6.6
"4974" 121.18 7.9
"4975" 121.18 11.4
"4976" 121.18 11.5
"4977" 121.18 12.5
"4978" 121.18 18.1
"4979" 135.76 5.3
"4980" 135.76 6.4
"4981" 135.76 9.2
"4982" 135.76 3.7
"4983" 135.76 3.5
"4984" 135.76 3.5
"4985" 135.76 3.7
"4986" 135.76 3.8
"4987" 135.76 3.9
"4988" 135.76 4.2
"4989" 107.71 3.7
"4990" 107.71 5.8
"4991" 107.71 19
"4992" 138.01 3.5
"4993" 138.01 4.3
"4994" 138.01 5
"4995" 138.01 8
"4996" 138.01 5
"4997" 138.01 5
"4998" 138.01 5.2
"4999" 138.01 5.3
"5000" 138.01 5.6
"5001" 138.01 5.8
"5002" 138.01 17.4
"5003" 138.01 17.4
"5004" 138.01 20.5
"5005" 138.01 28.3
"5006" 121.18 3
"5007" 121.18 4.2
"5008" 121.18 3.6
"5009" 121.18 6
"5010" 121.18 4.7
"5011" 121.18 5.7
"5012" 121.18 5.9
"5013" 121.18 6.2
"5014" 121.18 8.9
"5015" 121.18 10.2
"5016" 126.79 5
"5017" 126.79 4.5
"5018" 117.81 1.8
"5019" 117.81 2.2
"5020" 117.81 3.7
"5021" 117.81 7.4
"5022" 117.81 7.9
"5023" 117.81 2.3
"5024" 117.81 2.6
"5025" 117.81 2.9
"5026" 117.81 3.6
"5027" 117.81 3.7
"5028" 117.81 3.8
"5029" 117.81 4.2
"5030" 117.81 4.4
"5031" 117.81 6.4
"5032" 117.81 7.8
"5033" 117.81 10.6
"5034" 117.81 11.6
"5035" 121.18 3.3
"5036" 121.18 3.5
"5037" 121.18 4
"5038" 121.18 5.5
"5039" 121.18 6.2
"5040" 121.18 6.3
"5041" 121.18 6.6
"5042" 121.18 7.3
"5043" 121.18 1.2
"5044" 121.18 1.2
"5045" 121.18 1.3
"5046" 121.18 1.3
"5047" 121.18 1.3
"5048" 121.18 1.4
"5049" 121.18 1.4
"5050" 121.18 1.4
"5051" 121.18 1.4
"5052" 121.18 1.4
"5053" 121.18 1.4
"5054" 121.18 1.4
"5055" 121.18 1.4
"5056" 121.18 1.4
"5057" 121.18 1.5
"5058" 121.18 1.5
"5059" 121.18 1.5
"5060" 121.18 1.5
"5061" 121.18 1.5
"5062" 121.18 1.5
"5063" 121.18 1.6
"5064" 121.18 1.6
"5065" 121.18 1.6
"5066" 121.18 1.6
"5067" 121.18 1.6
"5068" 121.18 1.6
"5069" 121.18 1.6
"5070" 121.18 1.6
"5071" 121.18 1.7
"5072" 121.18 1.7
"5073" 121.18 1.7
"5074" 121.18 3.2
"5075" 47 5.4
"5076" 121.18 3.3
"5077" 121.18 3.4
"5078" 121.18 5.6
"5079" 103.22 4.2
"5080" 103.22 5.7
"5081" 103.22 4.8
"5082" 103.22 4.9
"5083" 103.22 2.8
"5084" 103.22 2.9
"5085" 103.22 2.9
"5086" 103.22 3
"5087" 103.22 3
"5088" 103.22 3.2
"5089" 103.22 3.3
"5090" 103.22 3.5
"5091" 103.22 3.6
"5092" 103.22 3.8
"5093" 103.22 3.8
"5094" 103.22 3.8
"5095" 103.22 3.9
"5096" 103.22 3.9
"5097" 103.22 4.3
"5098" 103.22 4.3
"5099" 103.22 4.4
"5100" 103.22 4.5
"5101" 103.22 4.5
"5102" 103.22 4.7
"5103" 103.22 4.8
"5104" 103.22 5
"5105" 103.22 5.3
"5106" 103.22 10.3
"5107" 103.22 12.2
"5108" 103.22 16.8
"5109" 103.22 17
"5110" 103.22 18.1
"5111" 105.47 2.7
"5112" 105.47 5.6
"5113" 105.47 3.5
"5114" 105.47 5.9
"5115" 105.47 6.6
"5116" 105.47 7
"5117" 105.47 15.9
"5118" 100.98 3.1
"5119" 100.98 3.4
"5120" 100.98 3.6
"5121" 100.98 3.9
"5122" 100.98 5
"5123" 117.81 3.7
"5124" 117.81 4.6
"5125" 117.81 9.1
"5126" 117.81 3.4
"5127" 117.81 3.5
"5128" 117.81 3.7
"5129" 117.81 3.9
"5130" 117.81 4
"5131" 117.81 4.3
"5132" 117.81 4.8
"5133" 117.81 5.5
"5134" 117.81 18.4
"5135" 107.71 2.4
"5136" 107.71 2.4
"5137" 107.71 2.7
"5138" 107.71 3.2
"5139" 107.71 3.2
"5140" 107.71 3.8
"5141" 107.71 4.8
"5142" 107.71 6.8
"5143" 107.71 2.6
"5144" 107.71 2.8
"5145" 107.71 4.8
"5146" 107.71 2.9
"5147" 45 6.7
"5148" 107.71 2.9
"5149" 107.71 3
"5150" 107.71 3
"5151" 107.71 3.2
"5152" 107.71 3.2
"5153" 107.71 3.3
"5154" 107.71 3.4
"5155" 107.71 3.6
"5156" 107.71 3.7
"5157" 107.71 3.7
"5158" 107.71 3.9
"5159" 107.71 4.1
"5160" 107.71 4.2
"5161" 107.71 4.3
"5162" 107.71 5.8
"5163" 107.71 7.8
"5164" 107.71 7.9
"5165" 117.81 4.5
"5166" 117.81 4.9
"5167" 117.81 23.6
"5168" 125.66 3.3
"5169" 125.66 7.8
"5170" 142.49 1.6
"5171" 142.49 2.8
"5172" 142.49 9.3
"5173" 142.49 10.8
"5174" 142.49 13.5
"5175" 109.96 8.8
"5176" 109.96 3.8
"5177" 109.96 5.2
"5178" 109.96 6.1
"5179" 109.96 16.4
"5180" 106.59 5
"5181" 106.59 12.1
"5182" 169.42 9
"5183" 169.42 5.2
"5184" 169.42 6.4
"5185" 169.42 6.5
"5186" 169.42 14.9
"5187" 169.42 18.9
"5188" 169.42 20.4
"5189" 121.18 7.2
"5190" 121.18 8.2
"5191" 120.05 3.9
"5192" 120.05 8.5
"5193" 111.08 2.4
"5194" 111.08 2.5
"5195" 111.08 3.3
"5196" 111.08 5.5
"5197" 111.08 6.1
"5198" 111.08 7.9
"5199" 111.08 8.5
"5200" 111.08 3.9
"5201" 111.08 4.2
"5202" 111.08 2.4
"5203" 111.08 2.4
"5204" 111.08 2.4
"5205" 111.08 2.8
"5206" 111.08 4.5
"5207" 111.08 5
"5208" 111.08 5.2
"5209" 111.08 5.3
"5210" 111.08 6.4
"5211" 111.08 15.6
"5212" 116.69 1.7
"5213" 116.69 4.9
"5214" 106.59 7
"5215" 106.59 9.2
"5216" 116.69 2.2
"5217" 116.69 4.2
"5218" 116.69 6.3
"5219" 116.69 14
"5220" 116.69 4.4
"5221" 116.69 4.8
"5222" 116.69 5.1
"5223" 116.69 2.9
"5224" 116.69 3.2
"5225" 116.69 3.9
"5226" 116.69 4.4
"5227" 116.69 5.1
"5228" 116.69 6
"5229" 116.69 6.1
"5230" 116.69 6.1
"5231" 116.69 8.1
"5232" 116.69 15
"5233" 116.69 20.6
"5234" 65.076 3.9
"5235" 65.076 3.9
"5236" 124.54 3.7
"5237" 124.54 4
"5238" 124.54 7
"5239" 124.54 11.5
"5240" 124.54 7.2
"5241" 129.03 9.5
"5242" 117.81 1.9
"5243" 26 1
"5244" 117.81 2.2
"5245" 117.81 2.4
"5246" 117.81 2.4
"5247" 117.81 2.5
"5248" 117.81 2.6
"5249" 117.81 2.7
"5250" 117.81 2.7
"5251" 117.81 2.8
"5252" 117.81 3.1
"5253" 117.81 3.4
"5254" 117.81 3.8
"5255" 117.81 3.9
"5256" 117.81 4
"5257" 117.81 4.2
"5258" 117.81 3.5
"5259" 117.81 3.6
"5260" 117.81 4.8
"5261" 117.81 4.8
"5262" 117.81 5.3
"5263" 117.81 5.5
"5264" 117.81 5.7
"5265" 117.81 5.9
"5266" 86.394 21.7
"5267" 123.42 5.2
"5268" 123.42 5.3
"5269" 123.42 4
"5270" 123.42 6.5
"5271" 123.42 3.8
"5272" 123.42 5.2
"5273" 123.42 5.3
"5274" 93.126 8.7
"5275" 178.4 2.9
"5276" 178.4 4
"5277" 178.4 4.9
"5278" 178.4 6.6
"5279" 178.4 13.6
"5280" 178.4 14.5
"5281" 178.4 14.9
"5282" 178.4 16.3
"5283" 144.74 11.7
"5284" 144.74 4.7
"5285" 144.74 5.2
"5286" 144.74 6
"5287" 144.74 10.4
"5288" 144.74 11.1
"5289" 144.74 13.3
"5290" 144.74 14
"5291" 144.74 14.2
"5292" 144.74 17.3
"5293" 144.74 18.2
"5294" 144.74 20.7
"5295" 144.74 71
"5296" 118.93 2.2
"5297" 118.93 5.8
"5298" 118.93 7.8
"5299" 118.93 9.9
"5300" 118.93 17.6
"5301" 118.93 18.8
"5302" 118.93 3
"5303" 118.93 3.3
"5304" 118.93 3.3
"5305" 118.93 3.6
"5306" 118.93 4.4
"5307" 118.93 8.8
"5308" 118.93 11.8
"5309" 142.49 7.6
"5310" 142.49 7.7
"5311" 142.49 7.8
"5312" 142.49 8.1
"5313" 142.49 8.3
"5314" 142.49 7
"5315" 142.49 3.1
"5316" 142.49 3.8
"5317" 142.49 5.1
"5318" 142.49 5.3
"5319" 142.49 6
"5320" 142.49 8.9
"5321" 142.49 11.5
"5322" 84.15 7.6
"5323" 84.15 7.9
"5324" 84.15 3
"5325" 84.15 3.6
"5326" 114.44 7.7
"5327" 114.44 3.9
"5328" 114.44 4.1
"5329" 114.44 14
"5330" 114.44 15.7
"5331" 114.44 15.8
"5332" 114.44 15.9
"5333" 114.44 17.3
"5334" 114.44 17.5
"5335" 114.44 18
"5336" 158.2 5
"5337" 158.2 5
"5338" 158.2 7.1
"5339" 158.2 8
"5340" 158.2 6.1
"5341" 158.2 6.9
"5342" 158.2 7.8
"5343" 158.2 7.9
"5344" 158.2 5.2
"5345" 158.2 5.7
"5346" 158.2 6.7
"5347" 158.2 21.9
"5348" 129.03 2.7
"5349" 129.03 4
"5350" 117.81 3.3
"5351" 129.03 4.7
"5352" 129.03 8.6
"5353" 129.03 4.4
"5354" 129.03 4.8
"5355" 129.03 4.9
"5356" 129.03 4.9
"5357" 129.03 5
"5358" 129.03 5.7
"5359" 129.03 9
"5360" 129.03 21.6
"5361" 129.03 25.2
"5362" 98.736 8.1
"5363" 98.736 8.1
"5364" 117.81 3.6
"5365" 117.81 8.4
"5366" 117.81 6.8
"5367" 117.81 6.9
"5368" 117.81 7.1
"5369" 117.81 7.2
"5370" 117.81 7.7
"5371" 117.81 7.7
"5372" 117.81 2.7
"5373" 117.81 3.1
"5374" 29 1.3
"5375" 117.81 3.5
"5376" 117.81 3.7
"5377" 117.81 3.7
"5378" 117.81 3.9
"5379" 117.81 3.9
"5380" 117.81 3.9
"5381" 117.81 4
"5382" 117.81 4
"5383" 117.81 4
"5384" 117.81 4.3
"5385" 117.81 4.5
"5386" 117.81 4.6
"5387" 117.81 6
"5388" 117.81 6.1
"5389" 117.81 6.3
"5390" 117.81 7
"5391" 117.81 8.2
"5392" 117.81 21.3
"5393" 117.81 24
"5394" 100.98 1.6
"5395" 100.98 16.1
"5396" 100.98 3.6
"5397" 100.98 7.2
"5398" 100.98 3
"5399" 100.98 3
"5400" 100.98 3.2
"5401" 100.98 3.4
"5402" 100.98 3.6
"5403" 100.98 3.8
"5404" 100.98 3.9
"5405" 100.98 4.3
"5406" 100.98 5.9
"5407" 100.98 6.2
"5408" 100.98 6.4
"5409" 100.98 6.4
"5410" 100.98 6.7
"5411" 100.98 7.3
"5412" 100.98 7.9
"5413" 100.98 8.6
"5414" 100.98 8.8
"5415" 100.98 9.1
"5416" 100.98 9.4
"5417" 100.98 9.4
"5418" 116.69 2.1
"5419" 116.69 2.5
"5420" 116.69 3.3
"5421" 116.69 3.5
"5422" 116.69 3.6
"5423" 116.69 3.6
"5424" 116.69 3.9
"5425" 116.69 6.5
"5426" 116.69 6.5
"5427" 116.69 8.7
"5428" 116.69 10.4
"5429" 116.69 2.6
"5430" 116.69 2.8
"5431" 116.69 5.7
"5432" 116.69 7.1
"5433" 116.69 8.1
"5434" 116.69 8.3
"5435" 116.69 3.7
"5436" 116.69 9.4
"5437" 116.69 2
"5438" 116.69 2.2
"5439" 116.69 2.3
"5440" 116.69 2.4
"5441" 116.69 3.2
"5442" 116.69 3.2
"5443" 116.69 3.9
"5444" 116.69 4.8
"5445" 25 1.2
"5446" 116.69 7.9
"5447" 116.69 5
"5448" 116.69 6
"5449" 116.69 6.2
"5450" 116.69 6.5
"5451" 116.69 6.8
"5452" 116.69 7
"5453" 116.69 7.1
"5454" 116.69 7.1
"5455" 116.69 7.2
"5456" 116.69 7.3
"5457" 116.69 7.3
"5458" 116.69 7.4
"5459" 116.69 2.9
"5460" 116.69 5.2
"5461" 116.69 5.3
"5462" 116.69 7.1
"5463" 116.69 1
"5464" 116.69 2.7
"5465" 116.69 3.6
"5466" 116.69 4
"5467" 116.69 5.9
"5468" 116.69 2.4
"5469" 116.69 6.4
"5470" 116.69 6.4
"5471" 116.69 10.2
"5472" 116.69 6.7
"5473" 116.69 7
"5474" 116.69 7.3
"5475" 116.69 7.4
"5476" 116.69 7.7
"5477" 116.69 7.8
"5478" 116.69 7.8
"5479" 116.69 2.2
"5480" 51 7.3
"5481" 116.69 2.4
"5482" 116.69 2.8
"5483" 116.69 13.4
"5484" 116.69 16.1
"5485" 116.69 19.3
"5486" 115.57 2.4
"5487" 115.57 3
"5488" 115.57 3.8
"5489" 115.57 4.5
"5490" 115.57 11.7
"5491" 115.57 1.3
"5492" 115.57 1.3
"5493" 115.57 1.4
"5494" 115.57 5.8
"5495" 115.57 4.1
"5496" 115.57 4.4
"5497" 115.57 4.9
"5498" 115.57 4.9
"5499" 115.57 5.1
"5500" 115.57 8.4
"5501" 115.57 13.5
"5502" 115.57 13.7
"5503" 115.57 14.4
"5504" 115.57 14.6
"5505" 115.57 15
"5506" 115.57 15.5
"5507" 115.57 15.7
"5508" 115.57 15.8
"5509" 115.57 15.9
"5510" 115.57 16.5
"5511" 115.57 16.6
"5512" 115.57 17.2
"5513" 115.57 17.2
"5514" 115.57 17.3
"5515" 115.57 17.5
"5516" 115.57 17.6
"5517" 115.57 18.9
"5518" 115.57 20.8
"5519" 115.57 21.2
"5520" 115.57 21.9
"5521" 115.57 23
"5522" 114.44 6.7
"5523" 114.44 9.6
"5524" 114.44 10.3
"5525" 114.44 6.4
"5526" 114.44 14.9
"5527" 118.93 2.5
"5528" 118.93 2.7
"5529" 118.93 4.2
"5530" 118.93 4.3
"5531" 118.93 5.2
"5532" 118.93 7
"5533" 118.93 15.7
"5534" 118.93 3.7
"5535" 118.93 4.7
"5536" 118.93 4.8
"5537" 118.93 4.9
"5538" 118.93 5.1
"5539" 118.93 5.2
"5540" 118.93 5.2
"5541" 118.93 5.6
"5542" 118.93 7
"5543" 118.93 13.6
"5544" 118.93 15.7
"5545" 118.93 16.5
"5546" 118.93 17.3
"5547" 118.93 17.3
"5548" 116.69 2.1
"5549" 116.69 2.7
"5550" 116.69 3
"5551" 116.69 3
"5552" 116.69 3.1
"5553" 116.69 3.1
"5554" 116.69 3.2
"5555" 116.69 3.2
"5556" 116.69 3.2
"5557" 116.69 3.5
"5558" 116.69 3.5
"5559" 116.69 3.5
"5560" 116.69 3.5
"5561" 116.69 3.6
"5562" 116.69 3.6
"5563" 116.69 3.8
"5564" 116.69 4.2
"5565" 116.69 4.5
"5566" 116.69 4.8
"5567" 116.69 6.8
"5568" 116.69 9.6
"5569" 116.69 2
"5570" 116.69 5
"5571" 116.69 6
"5572" 116.69 2.6
"5573" 116.69 3.2
"5574" 116.69 3.3
"5575" 25 1.2
"5576" 116.69 3.8
"5577" 116.69 4.4
"5578" 116.69 4.4
"5579" 116.69 4.5
"5580" 116.69 5
"5581" 116.69 5.2
"5582" 116.69 5.5
"5583" 116.69 5.6
"5584" 116.69 7.4
"5585" 116.69 11.2
"5586" 116.69 11.7
"5587" 116.69 13.2
"5588" 116.69 13.4
"5589" 116.69 14.3
"5590" 116.69 16.1
"5591" 116.69 16.6
"5592" 116.69 16.8
"5593" 116.69 21.7
"5594" 116.69 23.3
"5595" 117.81 4
"5596" 117.81 5.2
"5597" 117.81 1.4
"5598" 117.81 2
"5599" 117.81 2.8
"5600" 117.81 4.2
"5601" 117.81 4.6
"5602" 117.81 6.8
"5603" 117.81 21.1
"5604" 117.81 2.6
"5605" 117.81 2.7
"5606" 117.81 2.8
"5607" 117.81 2.8
"5608" 117.81 2.9
"5609" 117.81 3
"5610" 117.81 3
"5611" 124.54 4.2
"5612" 117.81 3
"5613" 117.81 3.2
"5614" 117.81 3.3
"5615" 117.81 3.4
"5616" 117.81 3.4
"5617" 117.81 3.4
"5618" 117.81 3.5
"5619" 117.81 3.6
"5620" 117.81 4
"5621" 117.81 4.1
"5622" 117.81 4.3
"5623" 117.81 4.3
"5624" 117.81 4.5
"5625" 117.81 2.2
"5626" 117.81 4.7
"5627" 117.81 4.8
"5628" 117.81 4.9
"5629" 117.81 5.1
"5630" 117.81 7.2
"5631" 117.81 9.3
"5632" 117.81 12.6
"5633" 130.15 5.5
"5634" 130.15 6.5
"5635" 130.15 10
"5636" 130.15 18.7
"5637" 130.15 11.6
"5638" 130.15 13.8
"5639" 124.54 4
"5640" 124.54 8.3
"5641" 124.54 4.5
"5642" 124.54 4.6
"5643" 124.54 5
"5644" 124.54 5.3
"5645" 124.54 3.3
"5646" 25 7.5
"5647" 124.54 4.8
"5648" 124.54 5
"5649" 124.54 5.6
"5650" 124.54 6.2
"5651" 124.54 6.2
"5652" 124.54 6.8
"5653" 124.54 9.7
"5654" 124.54 13.5
"5655" 125.66 2.8
"5656" 125.66 3.8
"5657" 125.66 4.7
"5658" 125.66 5.8
"5659" 125.66 5.8
"5660" 125.66 5.8
"5661" 125.66 8.9
"5662" 125.66 8.9
"5663" 125.66 4.5
"5664" 125.66 5
"5665" 125.66 5.7
"5666" 125.66 3.2
"5667" 125.66 4
"5668" 125.66 4
"5669" 125.66 4.8
"5670" 125.66 5.7
"5671" 125.66 6.1
"5672" 125.66 7.3
"5673" 125.66 7.5
"5674" 125.66 16.1
"5675" 125.66 16.9
"5676" 125.66 18.9
"5677" 125.66 23.6
"5678" 140.25 5.5
"5679" 89.76 2.5
"5680" 89.76 2.9
"5681" 89.76 4.3
"5682" 89.76 7.7
"5683" 89.76 3.3
"5684" 89.76 3.6
"5685" 89.76 4.8
"5686" 89.76 4.9
"5687" 89.76 8.6
"5688" 151.47 1.8
"5689" 151.47 2.5
"5690" 151.47 3.7
"5691" 151.47 5.9
"5692" 151.47 12.8
"5693" 151.47 4.6
"5694" 151.47 12.1
"5695" 151.47 1.6
"5696" 151.47 2.5
"5697" 151.47 2.5
"5698" 151.47 3.2
"5699" 151.47 3.3
"5700" 151.47 4.1
"5701" 151.47 4.4
"5702" 151.47 4.8
"5703" 151.47 4.8
"5704" 151.47 4.9
"5705" 151.47 5.1
"5706" 151.47 5.5
"5707" 151.47 6.4
"5708" 151.47 6.5
"5709" 151.47 6.9
"5710" 151.47 7.3
"5711" 151.47 8.8
"5712" 151.47 9
"5713" 151.47 12.8
"5714" 151.47 15.9
"5715" 151.47 16.8
"5716" 52.734 3.4
"5717" 52.734 3.7
"5718" 115.57 3.1
"5719" 115.57 3.1
"5720" 115.57 3.3
"5721" 115.57 4.5
"5722" 115.57 8.6
"5723" 115.57 10.8
"5724" 115.57 3.6
"5725" 115.57 8.1
"5726" 115.57 8.3
"5727" 136.88 2.8
"5728" 136.88 3.1
"5729" 136.88 3.1
"5730" 25 1.1
"5731" 136.88 3.6
"5732" 136.88 3.9
"5733" 136.88 4
"5734" 136.88 4
"5735" 136.88 4.1
"5736" 136.88 4.9
"5737" 136.88 5.1
"5738" 136.88 5.5
"5739" 136.88 5.7
"5740" 136.88 6
"5741" 136.88 5.6
"5742" 26 3.9
"5743" 136.88 5.6
"5744" 136.88 5.7
"5745" 136.88 6.2
"5746" 136.88 7.8
"5747" 136.88 7.8
"5748" 136.88 8.1
"5749" 136.88 8.3
"5750" 136.88 8.5
"5751" 136.88 8.5
"5752" 136.88 8.8
"5753" 136.88 8.9
"5754" 136.88 9.2
"5755" 142.49 2.9
"5756" 125.66 4.6
"5757" 125.66 6.2
"5758" 125.66 6.4
"5759" 125.66 6.8
"5760" 125.66 3.4
"5761" 125.66 5
"5762" 125.66 5.1
"5763" 125.66 5.3
"5764" 125.66 5.4
"5765" 125.66 5.5
"5766" 125.66 5.5
"5767" 125.66 5.5
"5768" 125.66 5.5
"5769" 125.66 5.5
"5770" 125.66 5.6
"5771" 125.66 5.6
"5772" 125.66 5.8
"5773" 125.66 5.8
"5774" 125.66 5.9
"5775" 125.66 5.9
"5776" 125.66 5.9
"5777" 125.66 5.9
"5778" 125.66 5.9
"5779" 125.66 5.9
"5780" 125.66 5.9
"5781" 125.66 5.9
"5782" 125.66 5.9
"5783" 125.66 6
"5784" 125.66 6
"5785" 125.66 6
"5786" 125.66 6
"5787" 125.66 6
"5788" 125.66 6
"5789" 125.66 6
"5790" 125.66 6
"5791" 125.66 6
"5792" 125.66 6
"5793" 125.66 6.1
"5794" 125.66 6.1
"5795" 125.66 6.1
"5796" 125.66 6.2
"5797" 125.66 6.3
"5798" 125.66 6.3
"5799" 125.66 6.3
"5800" 125.66 6.3
"5801" 125.66 6.4
"5802" 125.66 6.4
"5803" 125.66 6.4
"5804" 125.66 6.5
"5805" 125.66 6.8
"5806" 125.66 8.8
"5807" 122.3 12.6
"5808" 122.3 5
"5809" 122.3 5.2
"5810" 122.3 5.3
"5811" 122.3 5.7
"5812" 122.3 16.4
"5813" 117.81 4
"5814" 117.81 8.6
"5815" 117.81 4.4
"5816" 117.81 7.1
"5817" 117.81 17.7
"5818" 117.81 26.3
"5819" 117.81 29.5
"5820" 143.62 11.9
"5821" 120.05 4.1
"5822" 120.05 5.2
"5823" 120.05 4.9
"5824" 120.05 6.6
"5825" 127.91 19.9
"5826" 127.91 7.5
"5827" 111.08 4.7
"5828" 113.32 1.6
"5829" 113.32 1.7
"5830" 113.32 4.2
"5831" 113.32 4.7
"5832" 113.32 4.7
"5833" 113.32 4.9
"5834" 113.32 5.2
"5835" 113.32 5.8
"5836" 113.32 9.8
"5837" 113.32 13.3
"5838" 113.32 15.9
"5839" 152.59 3.3
"5840" 152.59 3.9
"5841" 152.59 4.8
"5842" 152.59 5
"5843" 152.59 5.1
"5844" 152.59 5.4
"5845" 152.59 5.7
"5846" 152.59 6.3
"5847" 152.59 6.6
"5848" 152.59 6.7
"5849" 152.59 6.8
"5850" 152.59 7
"5851" 152.59 7.1
"5852" 152.59 7.2
"5853" 152.59 8
"5854" 152.59 8.7
"5855" 152.59 9.3
"5856" 152.59 11
"5857" 152.59 21
"5858" 87.516 2.6
"5859" 87.516 2.8
"5860" 87.516 3.1
"5861" 87.516 3.5
"5862" 87.516 6.2
