"standardised_predator_length" "si_prey_length"
"26773" 103 6.1
"26774" 95 6
"26775" 103 6.2
"26776" 99 24.5
"26777" 115 5
"26778" 93 5.7
"26779" 87 14
"26780" 97 15
"26781" 97 5
"26782" 102 4.5
"26783" 103 6.8
"26784" 98 12
"26785" 103 5.7
"26786" 72 9.8
"26787" 116 16
"26788" 112 2.5
"26789" 103 6
"26790" 103 6.1
"26791" 91 5.4
"26792" 92 1.9
"26793" 95 6
"26794" 61 13
"26795" 103 5.4
"26796" 115 7
"26797" 104 15
"26798" 77 6
"26799" 103 8.2
"26800" 113 7.2
"26801" 106 4
"26802" 60 10
"26803" 69 6
"26804" 103 6.7
"26805" 94 5
"26806" 106 4.3
"26807" 92 7
"26808" 108 12
"26809" 69 6
"26810" 101 5
"26811" 123 10
"26812" 85 8.7
"26813" 61 7
"26814" 99 10
"26815" 119 10
"26816" 103 8.1
"26817" 72 5.2
"26818" 92 5
"26819" 72 4
"26820" 89 10.1
"26821" 105 5
"26822" 79 3
"26823" 93 3
"26824" 72 4
"26825" 94 7.8
"26826" 102 5
"26827" 112 10
"26828" 101 7.2
"26829" 114 15
"26830" 61 4
"26831" 103 6.8
"26832" 101 7.2
"26833" 106 5.5
"26834" 103 6.2
"26835" 119 10
"26836" 97 6
"26837" 101 7.8
"26838" 101 7.5
"26839" 108 8
"26840" 107 8
"26841" 81 3.4
"26842" 69 7
"26843" 91 14
"26844" 92 9.7
"26845" 112 5
"26846" 97 9.3
"26847" 92 14
"26848" 107 24
"26849" 107 18.7
"26850" 96 10
"26851" 97 6
"26852" 107 18
"26853" 103 6
"26854" 96 12
"26855" 118 13.1
"26856" 110 11
"26857" 100 10
"26858" 97 14
"26859" 101 8
"26860" 94 8
"26861" 97 22
"26862" 106 14.8
"26863" 94 4.8
"26864" 109 6
"26865" 107 11
"26866" 94 6
"26867" 103 16
"26868" 99 14
"26869" 93 8.1
"26870" 120 11
"26871" 107 7
"26872" 93 7.2
"26873" 100 10
"26874" 99 7
"26875" 99 20.1
"26876" 94 6
"26877" 120 25
"26878" 96 9
"26879" 93 7.8
"26880" 94 8.2
"26881" 102 19
"26882" 105 17.1
"26883" 101 16
"26884" 95 22
"26885" 61 30
"26886" 94 7.1
"26887" 107 7
"26888" 104 28
"26889" 106 5.2
"26890" 107 6
"26891" 103 14
"26892" 96 16
"26893" 107 7
"26894" 93 7.4
"26895" 118 5.5
"26896" 60 6
"26897" 107 7
"26898" 97 4
"26899" 107 7
"26900" 106 4.6
"26901" 96 8
"26902" 106 5.2
"26903" 100 15
"26904" 109 7
"26905" 98 8.4
"26906" 85 14.2
"26907" 93 4.5
"26908" 102 14
"26909" 60 7.9
"26910" 101 14
"26911" 73 2.2
"26912" 98 8
"26913" 93 16
"26914" 102 12
"26915" 102 16.2
"26916" 91 16
"26917" 94 10
"26918" 86 11
"26919" 113 7.5
"26920" 91 7.2
"26921" 102 6.9
"26922" 84 6.5
"26923" 97 7
"26924" 86 14
"26925" 98 7
"26926" 99 7
"26927" 102 14.5
"26928" 98 6
"26929" 98 7.9
"26930" 113 8.5
"26931" 84 7
"26932" 105 20
"26933" 79 5.3
"26934" 102 18
"26935" 93 10
"26936" 105 5.2
"26937" 81 15.3
"26938" 117 17
"26939" 81 15.2
"26940" 81 12.3
"26941" 104 5.2
"26942" 88 4.6
"26943" 79 4.6
"26944" 110 6.2
"26945" 116 4.7
"26946" 105 5.7
"26947" 110 4.2
"26948" 56 2.5
"26949" 99 13.5
"26950" 105 5
"26951" 115 4
"26952" 105 5.4
"26953" 105 4.9
"26954" 83 0.4
"26955" 105 6
"26956" 105 4.5
"26957" 78 4.5
"26958" 115 5.1
"26959" 104 6.1
"26960" 96 6.5
"26961" 116 5.2
"26962" 113 4.6
"26963" 105 5.5
"26964" 79 4.4
"26965" 99 10.7
"26966" 110 4.2
"26967" 105 6.2
"26968" 115 5.1
"26969" 115 5
"26970" 96 5.5
"26971" 105 5.2
"26972" 115 5
"26973" 110 5.4
"26974" 98 3.7
"26975" 96 4.1
"26976" 79 3.1
"26977" 115 5.6
"26978" 98 3.9
"26979" 94 6
"26980" 116 6.1
"26981" 116 5.3
"26982" 57 3
"26983" 69 21
"26984" 115 6
"26985" 115 5.2
"26986" 55 3
"26987" 57 4.6
"26988" 73 4.5
"26989" 58 4
"26990" 58 2.6
"26991" 110 6.4
"26992" 98 4.5
"26993" 115 5.6
"26994" 115 5.2
"26995" 81 31
"26996" 98 3.5
"26997" 110 5.4
"26998" 110 5.9
"26999" 115 7
"27000" 115 5.3
"27001" 104 4.6
"27002" 121 6
"27003" 96 5.2
"27004" 116 5.2
"27005" 97 12
"27006" 58 4.2
"27007" 115 6.6
"27008" 115 5.6
"27009" 110 6
"27010" 110 5.2
"27011" 115 5.8
"27012" 97 7
"27013" 91 7.5
"27014" 91 6.9
"27015" 96 14
"27016" 99 24
"27017" 99 14
"27018" 99 7
"27019" 103 14.6
"27020" 113 5
"27021" 113 3
"27022" 113 2
"27023" 58 40
"27024" 113 2
"27025" 60 50
"27026" 106 28.3
"27027" 109 6
"27028" 113 3
"27029" 110 0.1
"27030" 73 1
"27031" 95 4
"27032" 79 5.5
"27033" 79 4.5
"27034" 79 4
"27035" 78 4.4
"27036" 93 1.5
"27037" 47 2.3
"27038" 53 2
"27039" 106 11.2
"27040" 106 11
"27041" 113 15.9
"27042" 113 15.5
"27043" 106 11
"27044" 113 15.9
"27045" 113 15
"27046" 47 2.5
"27047" 114 6.3
"27048" 68 5.3
"27049" 98 6
"27050" 46 2
"27051" 46 1.5
"27052" 68 3.2
"27053" 101 3.8
"27054" 56 2.1
"27055" 79 3.5
"27056" 55 4
"27057" 101 3.9
"27058" 101 3.3
"27059" 47 2
"27060" 75 2.5
"27061" 75 2.5
"27062" 75 2.5
"27063" 75 2.5
"27064" 69 5
"27065" 117 6
"27066" 95 4
"27067" 95 3
"27068" 70 1.5
"27069" 67 5
"27070" 99 1.5
"27071" 70 10
"27072" 89 3.5
"27073" 89 3.5
"27074" 99 5
"27075" 67 2
"27076" 100 7
"27077" 108 7
"27078" 84 2
"27079" 84 1.8
"27080" 100 7
"27081" 100 7
"27082" 108 3.5
"27083" 105 4.5
"27084" 75 2.5
"27085" 75 2.5
"27086" 95 5
"27087" 95 4.9
"27088" 105 5
"27089" 84 2
"27090" 84 1.3
"27091" 105 6
"27092" 73 4
"27093" 73 3
"27094" 105 11
"27095" 73 2
"27096" 73 3
"27097" 73 2
"27098" 73 2
"27099" 73 2
"27100" 52 1.6
"27101" 96 6.6
"27102" 113 3
"27103" 113 3
"27104" 96 7
"27105" 73 2
"27106" 53 4
"27107" 52 1
"27108" 73 2
"27109" 101 4.5
"27110" 101 5.5
"27111" 120 7.5
"27112" 53 1
"27113" 101 4.4
"27114" 101 4.4
"27115" 101 4
"27116" 113 16.2
"27117" 106 11.4
"27118" 113 17.3
"27119" 101 2.4
"27120" 120 5.1
"27121" 113 16.6
"27122" 106 11.5
"27123" 113 17.1
"27124" 113 16
"27125" 113 14.3
"27126" 85 3.2
"27127" 99 10
"27128" 112 6
"27129" 112 8
"27130" 81 6
"27131" 102 7
"27132" 112 8
"27133" 114 8
"27134" 54 3
"27135" 99 2
"27136" 117 9
"27137" 117 7.5
"27138" 105 4.8
"27139" 102 7.1
"27140" 54 2
"27141" 100 4
"27142" 100 1
"27143" 100 4
"27144" 54 3.5
"27145" 97 8
"27146" 90 5
"27147" 60 2
"27148" 54 1.5
"27149" 99 8
"27150" 109 6
"27151" 119 10
"27152" 108 7
"27153" 106 7
"27154" 111 9
"27155" 104 5
"27156" 112 8
"27157" 111 8
"27158" 106 9
"27159" 115 7
"27160" 108 8
"27161" 112 10
"27162" 122 7
"27163" 59 4
"27164" 105 5.5
"27165" 59 5
"27166" 99 3
"27167" 59 4
"27168" 59 3.8
"27169" 52 2.9
"27170" 113 6
"27171" 108 9
"27172" 121 10
"27173" 52 2.9
"27174" 52 2.2
"27175" 100 5
"27176" 99 6
"27177" 99 3.9
"27178" 93 6
"27179" 100 5
"27180" 75 2.2
"27181" 93 3
"27182" 99 2
"27183" 114 6
"27184" 114 5
"27185" 73 1
"27186" 99 3.5
"27187" 99 3.5
"27188" 100 6
"27189" 121 6
"27190" 121 8
"27191" 75 3.2
"27192" 93 5
"27193" 97 3
"27194" 100 1
"27195" 99 1.5
"27196" 99 0.6
"27197" 100 7
"27198" 99 0.7
"27199" 102 7.5
"27200" 99 0.7
"27201" 99 2
"27202" 102 7
"27203" 105 7
"27204" 100 2
"27205" 105 7
"27206" 72 2.3
"27207" 105 4
"27208" 86 2.1
"27209" 94 5.3
"27210" 92 4.8
"27211" 91 3.5
"27212" 86 1.6
"27213" 72 2.5
"27214" 69 2.3
"27215" 103 4.2
"27216" 69 4.1
"27217" 100 4.5
"27218" 100 3
"27219" 100 2
"27220" 72 3.5
"27221" 72 2.5
"27222" 100 2
"27223" 100 1.5
"27224" 83 3
"27225" 94 5.2
"27226" 83 3
"27227" 55 3
"27228" 100 1
"27229" 96 2.7
"27230" 99 4.2
"27231" 98 7.6
"27232" 94 5.4
"27233" 97 8.4
"27234" 100 1
"27235" 100 2.5
"27236" 100 2
"27237" 100 2
"27238" 93 1.3
"27239" 100 2
"27240" 100 2
"27241" 100 3
"27242" 100 2
"27243" 94 5.6
"27244" 94 5.4
"27245" 100 3
"27246" 95 7.8
"27247" 95 2.1
"27248" 95 1.6
"27249" 101 5.6
"27250" 95 1.6
"27251" 98 6.5
"27252" 90 2.4
"27253" 98 6.5
"27254" 98 6.4
"27255" 101 6.4
"27256" 90 2.7
"27257" 112 7
"27258" 112 2
"27259" 85 4.9
"27260" 86 2.4
"27261" 85 5.8
"27262" 90 2.5
"27263" 112 1.9
"27264" 90 2.6
"27265" 101 5.5
"27266" 95 3.3
"27267" 90 2.3
"27268" 90 2
"27269" 85 4.5
"27270" 94 3.6
"27271" 94 2.8
"27272" 94 2.6
"27273" 72 4
"27274" 94 2.8
"27275" 99 4.1
"27276" 99 3.6
"27277" 93 7.1
"27278" 101 5.8
"27279" 101 2
"27280" 93 3
"27281" 117 6
"27282" 117 3
"27283" 93 1.5
"27284" 101 7.8
"27285" 93 2.1
"27286" 112 7.4
"27287" 117 8.4
"27288" 106 5.4
"27289" 94 2
"27290" 95 4
"27291" 58 3.5
"27292" 58 3
"27293" 58 3.5
"27294" 98 4
"27295" 95 4
"27296" 96 6
"27297" 104 7
"27298" 98 5
"27299" 98 7
"27300" 93 2
"27301" 93 2
"27302" 55 6.5
"27303" 93 2
"27304" 93 3
"27305" 84 2.2
"27306" 95 4
"27307" 58 3
"27308" 76 3.3
"27309" 84 3
"27310" 121 7.6
"27311" 83 5
"27312" 121 7.2
"27313" 94 4.5
"27314" 101 4
"27315" 94 2
"27316" 55 3
"27317" 102 3
"27318" 76 3
"27319" 94 1.4
"27320" 58 3.8
"27321" 102 4.5
"27322" 101 3
"27323" 101 2
"27324" 98 7
"27325" 111 7
"27326" 96 6
"27327" 101 4
"27328" 96 4
"27329" 75 2
"27330" 75 3
"27331" 101 3
"27332" 96 6
"27333" 58 3
"27334" 84 2.8
"27335" 56 3
"27336" 106 7.7
"27337" 55 3.4
"27338" 102 4.8
"27339" 99 5.1
"27340" 124 7
"27341" 97 4
"27342" 99 6
"27343" 99 4.7
"27344" 106 3
"27345" 99 6.1
"27346" 98 5.2
"27347" 99 5.5
"27348" 96 4.2
"27349" 99 3.3
"27350" 99 5
"27351" 83 4.5
"27352" 102 4.7
"27353" 97 5.9
"27354" 102 2.6
"27355" 102 7.9
"27356" 106 4
"27357" 106 3.1
"27358" 106 5.9
"27359" 97 0.6
"27360" 55 3.4
"27361" 106 5.2
"27362" 55 1.6
"27363" 57 4.5
"27364" 90 2.3
"27365" 117 5.8
"27366" 93 2
"27367" 57 3.8
"27368" 58 4
"27369" 57 4.5
"27370" 97 3.5
"27371" 102 7.8
"27372" 101 4.5
"27373" 58 4.1
"27374" 106 6.3
"27375" 97 7
"27376" 101 3
"27377" 57 3.2
"27378" 103 3.5
"27379" 95 5
"27380" 115 6
"27381" 99 7
"27382" 117 10
"27383" 99 7
"27384" 115 8
"27385" 83 2
"27386" 83 2
"27387" 83 2
"27388" 83 1.5
"27389" 83 1.5
"27390" 88 5
"27391" 93 6
"27392" 114 4
"27393" 93 5
"27394" 91 5
"27395" 99 8
"27396" 102 6
"27397" 93 4
"27398" 98 7
"27399" 108 9
"27400" 102 5
"27401" 84 2
"27402" 84 2
"27403" 93 1.3
"27404" 84 1.8
"27405" 84 3
"27406" 97 5.8
"27407" 106 6
"27408" 102 7
"27409" 89 4
"27410" 106 6
"27411" 102 4
"27412" 55 4.2
"27413" 107 4.2
"27414" 56 3
"27415" 107 4.6
"27416" 55 4.5
"27417" 102 6.7
"27418" 97 6.5
"27419" 84 1.4
"27420" 84 1.7
"27421" 57 4
"27422" 84 1.4
"27423" 98 5.5
"27424" 98 5.4
"27425" 98 5.5
"27426" 98 5.6
"27427" 97 3.2
"27428" 97 5
"27429" 97 6.2
"27430" 95 2.3
"27431" 102 7
"27432" 102 4
"27433" 102 7
"27434" 102 5
"27435" 57 2.5
"27436" 102 6
"27437" 101 4.5
"27438" 102 3.5
"27439" 58 3
"27440" 94 8
"27441" 98 5.4
"27442" 94 7
"27443" 98 4.4
"27444" 98 2.2
"27445" 94 1.5
"27446" 97 3.7
"27447" 98 7
"27448" 94 2.2
"27449" 100 6.6
"27450" 102 4
"27451" 102 4
"27452" 85 2
"27453" 102 4
"27454" 94 1.5
"27455" 102 4
"27456" 105 6.5
"27457" 101 2.5
"27458" 95 2.2
"27459" 95 3.6
"27460" 98 4.6
"27461" 94 1.6
"27462" 94 1.7
"27463" 98 6.9
"27464" 94 2.1
"27465" 105 8.3
"27466" 101 1.2
"27467" 101 7
"27468" 91 1.7
"27469" 117 8.3
"27470" 91 1.5
"27471" 91 5
"27472" 74 6.7
"27473" 106 8.8
"27474" 84 2.7
"27475" 84 3.9
"27476" 57 3
"27477" 113 7.2
"27478" 113 10
"27479" 94 6
"27480" 101 5.7
"27481" 84 1.6
"27482" 93 5
"27483" 84 4.5
"27484" 101 3.5
"27485" 94 4
"27486" 100 6.1
"27487" 94 5.4
"27488" 101 3.5
"27489" 100 1.7
"27490" 92 2.6
"27491" 104 5.3
"27492" 86 5
"27493" 103 3.3
"27494" 86 3.8
"27495" 103 2.8
"27496" 104 3
"27497" 104 4.1
"27498" 92 5.1
"27499" 104 5.8
"27500" 104 4.6
"27501" 96 5.9
"27502" 96 3.2
"27503" 96 4
"27504" 112 3.6
"27505" 96 5.1
"27506" 96 3.6
"27507" 114 3.1
"27508" 86 5.2
"27509" 86 5.7
"27510" 94 5.8
"27511" 86 5.4
"27512" 117 2
"27513" 89 3
"27514" 114 3
"27515" 114 6
"27516" 114 4
"27517" 89 2.8
"27518" 114 3.6
"27519" 93 1.9
"27520" 114 1
"27521" 117 2
"27522" 93 2
"27523" 93 1.4
"27524" 108 3
"27525" 101 3
"27526" 95 5
"27527" 102 7
"27528" 114 5
"27529" 81 3
"27530" 81 3
"27531" 81 3
"27532" 89 4
"27533" 108 4.5
"27534" 69 6.2
"27535" 124 7
"27536" 57 2.5
"27537" 57 4
"27538" 57 3.2
"27539" 124 6
"27540" 103 5.5
"27541" 84 1.5
"27542" 103 5.2
"27543" 92 4.1
"27544" 84 1.2
"27545" 93 3
"27546" 93 2.1
"27547" 93 1.8
"27548" 93 1.6
"27549" 93 1.7
"27550" 93 2.1
"27551" 108 7
"27552" 92 3.3
"27553" 93 2.7
"27554" 81 2
"27555" 93 2
"27556" 76 6
"27557" 94 5
"27558" 99 7
"27559" 90 6
"27560" 94 5
"27561" 94 3
"27562" 48 2.3
"27563" 54 1.8
"27564" 53 1.5
"27565" 104 8
"27566" 104 8
"27567" 48 2.4
"27568" 49 2
"27569" 48 3
"27570" 49 3
"27571" 51 4
"27572" 48 2
"27573" 50 3
"27574" 50 2
"27575" 68 4
"27576" 49 3
"27577" 99 5
"27578" 99 5
"27579" 95 7
"27580" 101 4
"27581" 106 2.9
"27582" 57 5.5
"27583" 55 1.2
"27584" 55 1.1
"27585" 85 1.5
"27586" 55 1
"27587" 58 2.5
"27588" 57 5
"27589" 55 7
"27590" 55 1
"27591" 55 1.5
"27592" 55 1.5
"27593" 55 1.1
"27594" 110 6
"27595" 103 6
"27596" 51 2.8
"27597" 54 1.7
"27598" 48 2.8
"27599" 54 1.8
"27600" 103 7
"27601" 90 6
"27602" 57 2
"27603" 90 5
"27604" 47 1.8
"27605" 103 8
"27606" 110 7.5
"27607" 46 2
"27608" 117 10
"27609" 57 4
"27610" 57 4
"27611" 88 3.9
"27612" 57 4
"27613" 102 7
"27614" 57 3
"27615" 67 3
"27616" 67 3
"27617" 67 3
"27618" 61 4
"27619" 61 4
"27620" 88 3.8
"27621" 85 2
"27622" 90 7
"27623" 119 5.3
"27624" 85 3
"27625" 85 2
"27626" 85 2
"27627" 56 2
"27628" 58 6.8
"27629" 57 5.2
"27630" 57 2.5
"27631" 56 1.5
"27632" 55 3.5
"27633" 102 5
"27634" 90 6
"27635" 50 1.2
"27636" 91 4
"27637" 60 1.5
"27638" 53 4
"27639" 53 1.8
"27640" 101 4
"27641" 46 2
"27642" 50 2
"27643" 101 5
"27644" 90 6
"27645" 101 4
"27646" 60 1.5
"27647" 89 4
"27648" 94 2.9
"27649" 97 7
"27650" 67 3
"27651" 67 3
"27652" 67 3
"27653" 105 4
"27654" 95 7
"27655" 60 1.5
"27656" 76 5
"27657" 97 7
"27658" 100 1.7
"27659" 93 9
"27660" 97 2
"27661" 117 6.4
"27662" 84 3.5
"27663" 98 3.9
"27664" 98 4.3
"27665" 93 3
"27666" 93 3
"27667" 55 3.5
"27668" 90 5
"27669" 119 18
"27670" 52 0.8
"27671" 97 4
"27672" 112 5
"27673" 110 4
"27674" 93 2
"27675" 58 4.2
"27676" 55 5
"27677" 114 4
"27678" 59 6.2
"27679" 57 4.8
"27680" 59 3.2
"27681" 118 3.4
"27682" 114 2.1
"27683" 114 3.2
"27684" 72 3
"27685" 114 3.6
"27686" 73 3
"27687" 105 5.5
"27688" 106 5.3
"27689" 111 8
"27690" 111 8
"27691" 120 12.5
"27692" 94 6
"27693" 94 4
"27694" 106 1.3
"27695" 113 10
"27696" 114 4
"27697" 96 6
"27698" 96 5
"27699" 122 9
"27700" 109 7
"27701" 107 9
"27702" 96 5
"27703" 101 6
"27704" 122 9
"27705" 48 4
"27706" 107 4
"27707" 105 4
"27708" 118 2.4
"27709" 118 6.2
"27710" 113 8
"27711" 101 8
"27712" 101 7
"27713" 85 2.6
"27714" 79 1.2
"27715" 95 4.7
"27716" 98 2.1
"27717" 84 2
"27718" 84 1.5
"27719" 92 3
"27720" 84 2
"27721" 92 3.1
"27722" 110 3.3
"27723" 84 1.8
"27724" 94 2.5
"27725" 101 7.8
"27726" 98 6.9
"27727" 95 1.5
"27728" 84 2.6
"27729" 95 2.6
"27730" 119 7.5
"27731" 56 2
"27732" 56 6
"27733" 56 2
"27734" 119 7.6
"27735" 119 7.5
"27736" 101 3
"27737" 91 2
"27738" 97 2
"27739" 103 2.8
"27740" 94 2.5
"27741" 103 3.2
"27742" 98 1.9
"27743" 84 1.6
"27744" 94 2.5
"27745" 93 2.2
"27746" 84 2.2
"27747" 84 1.5
"27748" 79 2.1
"27749" 79 1.7
"27750" 79 3
"27751" 74 2.8
"27752" 79 2.9
"27753" 79 2.4
"27754" 90 2.9
"27755" 89 3.8
"27756" 107 7.3
"27757" 79 1.8
"27758" 89 4.4
"27759" 89 5.6
"27760" 116 7.2
"27761" 123 7
"27762" 123 7
"27763" 91 4
"27764" 95 4.2
"27765" 99 7.5
"27766" 79 1.4
"27767" 109 7.1
"27768" 74 3
"27769" 102 3
"27770" 79 3.2
"27771" 79 1.4
"27772" 98 2.2
"27773" 93 4.2
"27774" 84 2.6
"27775" 91 2.3
"27776" 93 4
"27777" 84 2
"27778" 93 4.5
"27779" 92 2.6
"27780" 110 2.8
"27781" 84 2
"27782" 91 3
"27783" 91 1.5
"27784" 91 2
"27785" 113 5.2
"27786" 113 2.2
"27787" 109 4.2
"27788" 117 4
"27789" 117 2
"27790" 98 2.3
"27791" 90 2.4
"27792" 98 2.5
"27793" 74 5.2
"27794" 113 8
"27795" 98 2.6
"27796" 90 1.8
"27797" 110 6
"27798" 97 5.2
"27799" 109 5
"27800" 114 5
"27801" 56 1.6
"27802" 112 1.4
"27803" 108 6.5
"27804" 112 1.5
"27805" 112 7.5
"27806" 110 6
"27807" 105 5
"27808" 97 5
"27809" 125 4
"27810" 60 5
"27811" 56 2
"27812" 117 4
"27813" 107 0.6
"27814" 101 7
"27815" 114 3.5
"27816" 109 4
"27817" 75 2
"27818" 114 6
"27819" 117 5
"27820" 117 4
"27821" 55 5
"27822" 109 4
"27823" 114 7
"27824" 109 4
"27825" 114 5
"27826" 84 26
"27827" 109 4
"27828" 125 6
"27829" 105 6
"27830" 105 5
"27831" 115 6
"27832" 125 7
"27833" 114 5
"27834" 107 0.5
"27835" 117 5
"27836" 117 6
"27837" 113 2
"27838" 108 7
"27839" 105 4
"27840" 106 7
"27841" 106 8
"27842" 101 7
"27843" 105 5
"27844" 101 4
"27845" 117 7
"27846" 119 8
"27847" 101 7
"27848" 92 3.9
"27849" 117 8.1
"27850" 89 2.3
"27851" 101 8
"27852" 57 5.1
"27853" 59 4.5
"27854" 54 3.2
"27855" 92 4.2
"27856" 92 3.4
"27857" 92 6.8
"27858" 110 6
"27859" 110 3.5
"27860" 91 6
"27861" 120 6
"27862" 105 7.8
"27863" 101 3
"27864" 110 0.3
"27865" 57 3
"27866" 100 1.8
"27867" 73 0.6
"27868" 73 0.8
"27869" 97 1
"27870" 97 1.1
"27871" 97 1.1
"27872" 119 13.6
"27873" 95 6
"27874" 80 6.6
"27875" 110 6
"27876" 95 6
"27877" 95 8
"27878" 95 6
"27879" 115 2.9
"27880" 98 1
"27881" 98 1.2
"27882" 95 2
"27883" 94 2
"27884" 107 1.3
"27885" 94 2
"27886" 97 8.5
"27887" 85 2.5
"27888" 97 11.9
"27889" 105 2
"27890" 107 9
"27891" 107 11
"27892" 111 3
"27893" 115 3.6
"27894" 115 2.3
"27895" 115 3.1
"27896" 75 9
"27897" 106 5.5
"27898" 115 6.2
"27899" 83 3.4
"27900" 110 2
"27901" 83 12
"27902" 88 9.3
"27903" 90 16
"27904" 72 4
"27905" 95 2
"27906" 58 12
"27907" 106 4
"27908" 95 10
"27909" 105 2
"27910" 88 16
"27911" 106 3
"27912" 106 3
"27913" 96 2
"27914" 97 12.5
"27915" 90 7
"27916" 95 3
"27917" 93 4.6
"27918" 117 10
"27919" 97 12.5
"27920" 90 8
"27921" 95 2.5
"27922" 95 3
"27923" 95 3.5
"27924" 95 2.5
"27925" 93 3
"27926" 93 2.7
"27927" 97 12
"27928" 95 3.5
"27929" 97 16
"27930" 97 2.5
"27931" 92 4
"27932" 110 5
"27933" 80 2.8
"27934" 92 4
"27935" 95 22
"27936" 91 5
"27937" 97 2
"27938" 97 11
"27939" 97 10.5
"27940" 97 9
"27941" 95 6
"27942" 93 3.9
"27943" 75 3
"27944" 75 2.6
"27945" 95 2.5
"27946" 95 4
"27947" 84 18
"27948" 93 3.9
"27949" 112 17.7
"27950" 93 4.8
"27951" 95 11
"27952" 97 2
"27953" 97 3.5
"27954" 117 5
"27955" 93 7.5
"27956" 75 2.6
"27957" 75 3
"27958" 75 2
"27959" 97 3
"27960" 97 3
"27961" 97 4
"27962" 97 3
"27963" 120 3
"27964" 89 9.6
"27965" 75 3
"27966" 75 3.5
"27967" 75 5
"27968" 75 4.5
"27969" 75 5
"27970" 94 3.9
"27971" 91 12.5
"27972" 87 0.4
"27973" 92 12
"27974" 81 11
"27975" 86 4.4
"27976" 100 6.2
"27977" 124 5
"27978" 92 11.1
"27979" 55 10
"27980" 95 9
"27981" 96 5.9
"27982" 117 12
"27983" 92 11.7
"27984" 55 10
"27985" 67 15.9
"27986" 120 6.2
"27987" 92 3.4
"27988" 84 3
"27989" 95 3.5
"27990" 92 4
"27991" 114 3.7
"27992" 94 8
"27993" 82 29
"27994" 89 2
"27995" 82 40
"27996" 89 19
"27997" 89 11
"27998" 81 2.5
"27999" 94 17
"28000" 89 1.8
"28001" 94 4
"28002" 82 33
"28003" 82 29
"28004" 89 1.5
"28005" 82 32
"28006" 82 37
"28007" 82 33
"28008" 90 5.5
"28009" 101 6
"28010" 101 7
"28011" 35 9
"28012" 37 9
"28013" 41 18
"28014" 50 18
"28015" 50 19
"28016" 54 2
"28017" 54 8
"28018" 54 8
"28019" 32 8
"28020" 32 8
"28021" 32 8
"28022" 34 11
"28023" 30 10
"28024" 33 12
"28025" 29 10
"28026" 32 12
"28027" 28 10
"28028" 28 10
"28029" 34 14
"28030" 31 15
"28031" 31 10
"28032" 34 12
"28033" 15 4
"28034" 17 8
"28035" 17 4
"28036" 17 4
"28037" 20 8
"28038" 21 8
"28039" 21 2
"28040" 21 8
"28041" 21 8
"28042" 21 8
"28043" 23 9
"28044" 23 7
"28045" 24 4
"28046" 24 9
"28047" 24 9
"28048" 27 9
"28049" 27 10
"28050" 27 12
"28051" 27 12
"28052" 27 8
"28053" 27 8
"28054" 27 10
"28055" 29 8
"28056" 31 9
"28057" 31 9
"28058" 31 10
"28059" 31 10
"28060" 35 10
"28061" 35 9
"28062" 35 10
"28063" 35 10
"28064" 35 11
"28065" 35 8
"28066" 40 14
"28067" 40 8
"28068" 41 13
"28069" 42 13
"28070" 42 17
"28071" 42 16
"28072" 44 16
"28073" 45 17
"28074" 45 12
"28075" 45 15
"28076" 45 17
"28077" 58 14
"28078" 19 8
"28079" 44 9
"28080" 47 17
"28081" 47 14
"28082" 47 14
"28083" 47 16
"28084" 48 8
"28085" 49 8
"28086" 51 11
"28087" 53 13
"28088" 53 13
"28089" 53 13
"28090" 54 10
"28091" 54 18
"28092" 60 18
"28093" 60 23
"28094" 68 8
"28095" 68 10
"28096" 68 10
"28097" 82 12
"28098" 83 8
"28099" 83 9
"28100" 88 20
"28101" 94 23
"28102" 94 25
"28103" 94 26
"28104" 94 27
"28105" 94 27
"28106" 94 27
"28107" 94 27
"28108" 94 28
"28109" 94 29
"28110" 94 35
"28111" 99 14
"28112" 99 14
"28113" 99 14
"28114" 99 14
"28115" 99 14
"28116" 99 14
"28117" 99 14
"28118" 99 14
"28119" 99 14
"28120" 99 14
"28121" 99 14
"28122" 99 14
"28123" 99 14
"28124" 99 14
"28125" 99 14
"28126" 21 10
"28127" 22 17
"28128" 25 7
"28129" 26 5
"28130" 26 10
"28131" 27 11
"28132" 29 8
"28133" 30 14
"28134" 32 15
"28135" 32 8
"28136" 33 8
"28137" 33 10
"28138" 33 21
"28139" 34 9
"28140" 34 13
"28141" 34 19
"28142" 37 17
"28143" 37 17
"28144" 38 14
"28145" 40 17
"28146" 40 18
"28147" 41 15
"28148" 41 20
"28149" 42 9
"28150" 42 16
"28151" 42 15
"28152" 42 20
"28153" 43 20
"28154" 43 23
"28155" 43 19
"28156" 43 17
"28157" 45 16
"28158" 60 16
"28159" 60 18
"28160" 60 18
"28161" 22 7
"28162" 44 18
"28163" 22 15
"28164" 14 3
"28165" 19 4
"28166" 19 3
"28167" 19 3
"28168" 20 2
"28169" 20 5
"28170" 22 3
"28171" 25 2
"28172" 26 2
"28173" 29 3
"28174" 30 5
"28175" 31 3
"28176" 31 8
"28177" 31 3
"28178" 31 8
"28179" 32 7
"28180" 32 10
"28181" 32 3
"28182" 36 3
"28183" 36 15
"28184" 36 15
"28185" 38 14
"28186" 39 11
"28187" 41 18
"28188" 42 7
"28189" 19.5 4
"28190" 27 3.5
"28191" 27 3.5
"28192" 27 3.5
